date,comment,recomm,unrecomm,labeled
2024-03-07 14:14,씨발OOO 씨발OOO씨발OOO 씨발OOO 씨발OOO씨발OOO 씨발OOO 씨발OOO씨발OOO 씨발OOO,0,0,0
2024-03-06 15:25,망했네. 컴퓨터 hdmi로 연결했더니 안된다고 나옴.,1,0,0
2024-03-05 13:09,씨발OOO 씨발OOO씨발OOO 씨발OOO 씨발OOO씨발OOO 씨발OOO 씨발OOO씨발OOO 씨발OOO 씨발OOO씨발OOO,0,0,0
2024-03-05 13:09,씨발OOO 씨발OOO씨발OOO 씨발OOO 씨발OOO씨발OOO 씨발OOO 씨발OOO씨발OOO,0,0,0
2024-03-05 13:09,씨발OOO 씨발OOO씨발OOO 씨발OOO 씨발OOO씨발OOO 씨발OOO 씨발OOO씨발OOO,0,0,0
2024-03-05 13:09,씨발OOO 씨발OOO씨발OOO 씨발OOO 씨발OOO씨발OOO 씨발OOO 씨발OOO씨발OOO,0,0,0
2024-03-05 13:09,씨발OOO 씨발OOO씨발OOO 씨발OOO 씨발OOO씨발OOO 씨발OOO 씨발OOO씨발OOO,0,0,0
2024-03-05 13:08,씨발OOO 씨발OOO씨발OOO 씨발OOO 씨발OOO씨발OOO 씨발OOO 씨발OOO씨발OOO 씨발OOO,0,0,0
2024-03-05 13:08,씨발OOO 씨발OOO씨발OOO 씨발OOO 씨발OOO씨발OOO 씨발OOO 씨발OOO씨발OOO 씨발OOO,0,0,0
2024-03-05 13:08,씨발OOO 씨발OOO씨발OOO 씨발OOO 씨발OOO씨발OOO 씨발OOO 씨발OOO씨발OOO 씨발OOO 씨발OOO씨발OOO,0,0,0
2024-03-05 13:08,씨발OOO 씨발OOO씨발OOO 씨발OOO 씨발OOO씨발OOO 씨발OOO 씨발OOO씨발OOO,0,0,0
2024-03-05 13:08,씨발OOO 씨발OOO씨발OOO 씨발OOO 씨발OOO씨발OOO 씨발OOO 씨발OOO씨발OOO,0,0,0
2024-03-05 13:08,씨발OOO 씨발OOO씨발OOO 씨발OOO 씨발OOO씨발OOO 씨발OOO,0,0,0
2024-03-05 13:07,씨발OOO 씨발OOO씨발OOO 씨발OOO 씨발OOO씨발OOO 씨발OOO,0,0,0
2024-03-05 13:07,씨발OOO 씨발OOO씨발OOO 씨발OOO 씨발OOO씨발OOO 씨발OOO 씨발OOO씨발OOO 씨발OOO,0,0,0
2024-03-05 13:07,씨발OOO 씨발OOO씨발OOO 씨발OOO 씨발OOO씨발OOO 씨발OOO 씨발OOO씨발OOO 씨발OOO,0,0,0
2024-03-05 13:07,씨발OOO 씨발OOO씨발OOO 씨발OOO 씨발OOO씨발OOO,0,0,0
2024-03-05 13:06,씨발OOO 씨발OOO씨발OOO 씨발OOO 씨발OOO씨발OOO 씨발OOO 씨발OOO씨발OOO 씨발OOO,0,0,0
2024-03-05 13:06,씨발OOO 씨발OOO씨발OOO 씨발OOO 씨발OOO씨발OOO 씨발OOO,0,0,0
2024-03-05 13:06,씨발OOO 씨발OOO씨발OOO 씨발OOO 씨발OOO씨발OOO 씨발OOO 씨발OOO씨발OOO,0,0,0
2024-03-05 13:06,씨발OOO 씨발OOO씨발OOO 씨발OOO 씨발OOO씨발OOO 씨발OOO 씨발OOO씨발OOO,0,0,0
2024-03-05 13:06,씨발OOO 씨발OOO씨발OOO 씨발OOO 씨발OOO씨발OOO 씨발OOO 씨발OOO씨발OOO,0,0,0
2024-03-05 13:06,씨발OOO 씨발OOO씨발OOO 씨발OOO 씨발OOO씨발OOO 씨발OOO 씨발OOO씨발OOO 씨발OOO,0,0,0
2024-03-05 13:05,씨발OOO 씨발OOO씨발OOO 씨발OOO 씨발OOO씨발OOO 씨발OOO 씨발OOO씨발OOO,0,0,0
2024-03-05 13:05,씨발OOO 씨발OOO씨발OOO 씨발OOO 씨발OOO씨발OOO 씨발OOO 씨발OOO씨발OOO 씨발OOO,0,0,0
2024-03-05 13:05,씨발OOO 씨발OOO씨발OOO 씨발OOO 씨발OOO씨발OOO 씨발OOO,0,0,0
2024-03-05 13:05,씨발OOO 씨발OOO씨발OOO 씨발OOO 씨발OOO씨발OOO 씨발OOO,0,0,0
2024-03-05 13:05,씨발OOO 씨발OOO씨발OOO 씨발OOO 씨발OOO씨발OOO 씨발OOO,0,0,0
2024-03-05 13:04,씨발OOO 씨발OOO씨발OOO 씨발OOO 씨발OOO씨발OOO 씨발OOO,0,0,0
2024-03-05 13:04,씨발OOO 씨발OOO씨발OOO 씨발OOO 씨발OOO씨발OOO 씨발OOO,0,0,0
2024-03-05 13:04,씨발OOO 씨발OOO씨발OOO 씨발OOO 씨발OOO씨발OOO 씨발OOO,0,0,0
2024-03-05 13:04,씨발OOO 씨발OOO씨발OOO 씨발OOO 씨발OOO씨발OOO 씨발OOO,0,0,0
2024-03-05 13:04,씨발OOO 씨발OOO씨발OOO 씨발OOO 씨발OOO씨발OOO 씨발OOO 씨발OOO씨발OOO,0,0,0
2024-03-05 2:45,맥북에서 플레이 안됨(로딩만 계속 됨)아이패드에서 라이센스 획득 안된다고 나옴. 환불해 주세요.,0,0,0
2024-03-01 9:47,자막 제대로 안 뜨는 버그 짜증나네 전에 폰으로 본 다른 영화들은 안 그랬던 것 같은데 뭐가 문제야?,2,0,0
2024-02-25 14:27,영화는 재밌는데 중간중간 자막 밀리거나 안뜨는거 꽤많아서 짜증남 딴 ott로 보세요,6,0,1
2024-02-21 15:57,애플tv에 없어서 컴퓨터로 보고 있다 쓰레기 어플 지원기기도 존나게 없네,2,0,0
2024-02-16 21:59,원작 내용을 아예 모르고 볼 때랑 조금이라도 알고 볼 때의 차이가 크다. 만약 내용을 모른다면 유튜브에서 간략하게 정리한 영상이라도 보고 보는 걸 추천.,3,0,1
2024-02-11 7:46,전 재밌게 봤어요. 근데 러닝타임이 좀 길어서 흥미없으면 지루하게 느껴질 수도 있을거 같아요.,2,0,1
2024-01-29 22:32,왜 플러스 멤버십 무료쿠폰 없어졌나요,6,0,0
2023-12-31 23:38,오잉? 환불해주세요 안틀어지는뎅요?,2,0,0
2023-12-17 17:54,듄은 무조건 영화관 ㄱㄱ 영화감상차이 너무너무너무너무너무 큽니다,1,0,0
2023-12-15 21:11,자막이 왜이래요 ㅡㅡ 다음 대사 안나오고 같은 대사만 자꾸 나오네,1,0,0
2023-12-11 23:12,책을 읽은 후 봐야하는 영화인 것 같네요. 알고 보면 재밌는데 영화로 처음 보시는 분들은 재미없을 가능성이 높겠어요.,1,0,1
2023-02-10 21:18,소리가 왜이리 깨짐?,1,0,0
2022-12-08 10:47,최근에 아들이 읽던 소설 '듄'을 읽고 있다. 지금 읽고 있는 곳은 전체 씨리즈 6권 중 3권이다. 언젠가 아들의 권유로 이 영화를 영화관에서 관람한 적이 있었다. 하지만 그 때는 솔직히 내용을 이해하지 못하고 보았다. 그리고 최근에 은퇴한 이후에 손에 들고 읽는 이 책의 내용도 솔직히 100퍼센트 이해하기는 쉽지 않았다. 노트해 가면서 읽는데.. 문득 영화를 다시 보았으면 하는 생각이 들었다. 내용을 족 말고 다시 보면 영화의 네용이 보이지 않을까 해서이다. 예고편을 보니 이제 영화속에서 사용하는 단어와 내용들이 조금 이해가 된다.,6,2,1
2022-11-15 5:02,이건 무슨 소리도 안들리고 어이가없네,1,0,0
2022-11-04 19:59,발로란트 엄청 재미있음.같이할사람 구함,0,4,0
2022-09-11 22:10,영화는 좋은 데 시리즈온 앱이 쓰레기네요.네이버에서 구매한 거 진짜 돈 아깝습니다.,3,0,1
2022-08-05 16:20,평점1점 주고싶다,1,0,1
2022-08-03 14:59,돌비 5.1은 지원 안해도 4k는 지원해야하는거 아닙니까 가격이 싼 것도 아니고 무슨...,9,0,0
2022-07-17 17:42,왜 네이버 시리즈는 전체화면이 전체화면이 아님?? 짜증나게,3,1,0
2022-07-06 17:03,화질도 별로고 자막 번역도 허접하고..... 세상에,4,0,0
2022-07-04 11:01,아주 퀄리티 좋은 팬무비 느낌.. 이건 넣어야 해! 하는 장면만 모아둔 총집 같다. 원작에 대한 배경지식이 있다면 모를까 나처럼 처음 접하는 사람이라면 시청 비추천한다.,3,1,1
2022-04-12 15:36,⚠ 클린봇이 부적절한 표현을 감지한 댓글입니다.,1,0,0
2022-04-10 1:23,영환데 다음편에 계속...? 드라마면 기다리겠는데 영화면 몇년을 기다리라는 건지,1,5,1
2022-03-30 22:00,싸지방 인터넷 개느려서 안봐짐 ;,3,0,0
2022-03-14 21:01,이상한 에러가 걸려서 못보는것은 환불이 되는건가요??,1,0,0
2022-03-12 14:46,몇번 졸았는지 모르겠다이제 재밌겠지... 이제 재밌어지겠지 하면서 끝까지 노잼...........,7,16,1
2022-03-09 1:41,거대한 스토리의 시작점이 될 거 같은 느낌... 먼 미래 시대의 왕좌의 게임을 보는 듯한...?,2,1,1
2022-03-09 0:06,아이패드로 보는데 끊김없이 잘되요 화질은 유튜브 고화질정도 무난하게 봤음,0,0,0
2022-03-05 19:42,화질 왜이럼?,2,0,0
2022-02-27 23:44,"코로나 때문에 극장관람을 놓친 대가로 이런 구린 배급시스템의 희생양이 되어야 하다니. 스트리밍 사이트가 괜히 잘나가는게 아니지. 저렴한 가격, 만족스런 화질 등. 코로나가 잠식되어 듄이 극장에서 재상영되거나 넷플릭스에 올라오길 기다리는 수 밖에.",3,0,0
2022-02-20 18:23,개~빡치네 재생 버튼 잘못 눌렀다가 만원주고 환불도 못하고 화질 구리고 끊기고 ㅋㅋ,1,0,0
2022-02-07 21:12,DRM없이 외부 모니터라도 볼 수 있게 해주세요...이럴 줄 알았으면 애플티비에서 구입할걸 후회했어요,3,0,0
2022-02-07 0:02,이렇게나 끊긴다고? 되감기하면 지지직 거리면서 화면이 깨지는 건 10년 전 tv에서나 본 거 같은데?? 되감기 10초할때마다 새로고침도 같이 해줘야하는 매직 -,1,0,0
2022-01-29 21:08,엄청 긴 시리즈물의 첫 편인듯... 기승전결 중 '기'에서 끝난 듯.,7,0,1
2022-01-22 14:11,영화관에서 못봐서 아쉬웠는데 재밌게 봤습니다.최근 대작들이 히어로 영화들 밖에 없었는데 오랜만에 sf영화가 나와서 좋아요. 퀄리티도 좋고 앞으로 듄 시리즈 기대하겠습니다.,3,2,1
2022-01-21 12:33,그닥이네 시간아까움,2,5,1
2022-01-14 22:45,바로 며칠전에 애플tv+내 무비란에서 듄 1만원 됐네요....4K에 돌비비젼+돌비애트모스까지 지원합니다.,6,0,0
2022-01-09 19:55,볼려고 다운받는데만 몇십분소모 욕나올뻔 진짜 개판인 시스템임,3,0,0
2022-01-06 1:09,베스트 댓글 보니....네이버 참 답답하네.... 품질 좀 시대 변화에 맞게 좀 올리자....,12,0,0
2022-01-05 13:42,쿠키 영상 없는게 아쉽네여 ㅜ,0,2,1
2022-01-01 22:49,화질도 1080이 최대인데 음질도 구리고 저작권 보호한다고 DRM 적용해서 아이패드에서는 빔 연결도 안됨.,7,0,0
2022-01-01 19:13,ㅋㅋㅋ시리즈온 진짜 서비스 개판이다 아직도 PIP안되는데 처음봤음ㅋㅋㅋ 곧 서비스 접을듯,8,0,0
2021-12-31 23:26,부가영상 안 올라오나요???ㅜㅜㅜㅜ,2,0,0
2021-12-28 14:44,중간중간 지루한 장면도 있는데 그래도 이정도 영화면 퀄리티가 좋은 것 같네요 ㅎㅎ,4,2,1
2021-12-27 14:00,화질찐짜개구림,2,0,0
2021-12-25 21:16,진짜.. 화질이랑 음질은 좀 나아져야되는 거 아니냐/?양심없네 진짜..,3,0,0
2021-12-24 22:48,음 이상하게 중간에 보다가 졸리긴 한데.영화 퀄리티 진짜 높다. 그리고 2편이 너무 기다려진다. 평점에 걸맞게 걸작은 걸작임.,3,1,1
2021-12-23 22:48,구매인데 5년밖에 이용안된다는게 이해가안되네요 앞으론 시리즈온 이용안할듯..,8,0,0
2021-12-21 21:30,어떤영화 대여구매하고보니 재생도안되고 서버접속불량만 뜨고 환불받으려니 고객센터에는 질문창만 있고 몇천원대 소액이라 그냥 성가셔서 버렸는데 몇일뒤에 기간만료되었을때 보니까 그영화는 판매중지되었다나.그럴거면 대여를 말아야지 이젠 또 재생안될까봐 뭐하나 구매해서 보기가 부담스럽다.,2,0,0
2021-12-20 21:12,FHD 화질 이라~~~~요새 OTT 화질도 UHD이상 인데 이러니 여기서 돈주고 영화보면 호구 소리 듣지,4,0,0
2021-12-18 3:20,네이버 플러스로 쿠폰 받아서 보실 분들은 구매하기 누르시면 쿠폰 사용란에 19900원짜리 영화까지 무료로 결제 가능합니다.영화 자체는 세계관 설명만 하다가 끝난 느낌이라 좀 아쉽지만 듄2가 기다려질 정도로 매력이 느껴지네요 스토리가 너무 방대해서 집중해서 보셔야하고 가볍게 볼 만한 그런 영화는 아닙니다.,11,1,0
2021-12-17 17:10,네이버 멤버십으로 [시리즈온영화]로 했는데 이거 어떻게 이용하는건가요 ㅠㅠㅠㅠㅠㅠㅠ자세히 설명도안나와있고 고객센터는 없고 ... ㅡㅡ;;,3,0,0
2021-12-16 21:41,저 멤버십 가입한걸로 무료로 봤는데... 안된다는 분은 이상하네요; 영화관에서 한번 보고 또 보고 싶어서 플러스회원 다운로드로 보는중 ㅋㅋㅋ 굿,0,1,0
2021-12-16 19:03,산 지 며칠만에 가격 내릴줄은 ㅋㅋㅋ,4,0,0
2021-12-15 22:04,화질 뭐여?,3,0,0
2021-12-15 18:32,네이버는 이런 시장에서 늘 뒤쳐지는 맛이 있어서.. 영상품질도 몇년은 더 기다려야 바뀔 듯하다,3,0,0
2021-12-15 16:55,재미없던데..,1,5,1
2021-12-14 17:45,85인치급 대형 화면에서 4k 돌비 애트모스 시스템으로 집에서 보면 쥑이겠다,3,1,0
2021-12-12 22:58,최대 1080은 좀,4,0,0
2021-12-12 22:35,참 거지 같네. 끊기고 볼수가 없네. 네이버 퍽큐.. 환불해 주라.,2,0,0
2021-12-12 12:02,"익스, 크롬, 웨일 모든 브라워저 다운로드 안됨. 짜증 폭발",2,0,0
2021-12-12 12:01,다운로드 좀 하자,1,0,0
2021-12-12 10:18,저기 밑에 멤버십 가입하면 영화가 무료라는 말. 이 영화는 해당 안됩니다. 네이버가 교묘하게 멤버십 가입 홍보 화면에 해당없는 최신 영화들을 올려서 헷갈리셨나 보군요. 멤버십 가입해서 무료로 볼 수 있는 영화는 한정되어 있다는 말입니다.,4,4,0
2021-12-11 22:57,"소장하려고 구매했는데 다운로드가 안됨. 익스, 크롬, 심지어 네이버 웹브라우저인 웨일도 안됨. 쓰레기 온",2,0,0
2021-12-11 22:55,구매했는데 다운로드가 안돼. 다운로드가 안돼. 다운로드가 안돼,2,0,0
2021-12-11 21:40,다운로드 프로그램 존나 안됩니다.... 빡쳐 ㅠㅠ,3,0,0
2021-12-11 15:21,부가영상도 좀 넣어주던가 화질구리고 5년제한에... 쓰레기 전용프로그램에,1,0,0
2021-12-11 13:38,다운로드 에러!. 다운로드 불가. 다운로더 실행 안됨. 쓰레기온. 내돈 돌려줘,2,0,0
2021-12-11 10:27,다운로더 프로그램 설치 무한 반복. 짜증 이빠이. 네이버 시리즈온은 쓰레기 온,2,0,0
2021-12-09 3:21,디테일은 진짜 너무 쩌는데 서사가 너무 없음. 2시간 30분짜리 뮤직비디오라는 느낌. 좋게 말하자면 원작에 대한 예우겠지만 나쁘게 말하면 겉멋만 잔뜩. 원작 설정을 숙지하지 않고 이 영화를 봤다면 어떻게 이해할 수 있었을까 싶어 아찔하다. 음악 때문에 고른 영화였는데 수준은 높지만 취향이 아니라서 이마저도 아쉬웠다. 2부작이라고 들었는데 1부에서 풀어낸 이야기가 너무 적지 않나 싶어서 2부에선 어떻게 이야기를 우겨넣을지 걱정도 되고 구태여 2부작으로 나눌 필요가 있었나도 싶고 완성도가 워낙 좋아서 가치 있는 작품이라 생각은 들지만 재밌다고 생각이 안들어 아쉽다. 2부는 꼭 볼 예정,0,7,1
2021-12-06 18:16,돈주고 보는 호구들이잇어? 네이머멤버쉽 무료영화아니면 있는지도몰랏음.. ㅋㅋㅋ,3,3,1
2021-12-06 12:36,HDCP 지원안한다고 못보는것은 정확히 명기 부탁드립니다. 멤버쉽으로 공짜로 본다고 이러시는 거면 정말 너무 합니다 온가족 모아놓고 재생도 안되고 OTT 서비스 난무하는데 이런식으로 계속 서비스하면 네이버 시리즈온은 힘들다고 봅니다,4,0,0
2021-12-06 11:31,그래도..영화보면서 내내 빨리 서점에 달려가서 책 사고 싶었던 영화는 간만이였다..그리고 책 사서 읽고 또 보니 몰랐던거+감독의 상상이 추가된 거 재밌더라.,1,0,1
2021-12-06 11:29,...애플티비 알았으면 거기가서 샀다...,2,0,0
2021-12-06 3:29,"생각보다 많이 별로다. 빌뇌브 실망...압축 전개라 그런진 몰라도 너무 투박하고 음악도 너무 튀고.. 뭐 스토리도 걍 중동, 이슬람, 서방 현대판 실사를 미래 기기하고 왕벌레만 갖다 붙여놓은듯..뭐가 다른지 모르겠다. 역시 감독은 놀란만한 감독이 없구나.",1,9,1
2021-12-06 1:42,진짜 서비스 구리긴하네요 진짜 멤버쉽으로 보는 거 아니면 여기서 안보지,2,0,0
2021-12-06 0:58,용아맥가서 보세요,1,0,0
2021-12-04 13:04,1. 티모시 살라메 너무 잘생김2. hdcp 지원 안하는거 너무했다 3. 다음 시리즈 2023년이요...?,1,1,1
2021-12-04 2:39,"SF 기대했는데, 가격에 비해 매우 아깝다...2시간 30분 동안 하품을 10번 넘게...지루하고 또 지루하고 그러다 끝 ㅠㅠ 환불도 않되고",2,11,1
2021-12-03 22:25,공짜로 다운받는게 화질이랑 음질이 훨씬 좋음 ㅋ,3,1,0
2021-12-02 16:50,크롬에서 다운로더 설치 왜 안되는거에요 ?,1,1,0
2021-12-02 14:02,아니 hdcp 지원 안 한다고 못 보는 건 ㅅㅂ 구매하기 전에 사전에 검사하는 걸 넣어주던가 어처구니 없네,2,0,0
2021-12-01 23:53,"최신 영화 부랴부랴 들여온건 좋은데 이건 뭐 해놓고도 욕 먹는다는 말의 표본인 듯.OTT 무한 경쟁 시대인데 저희는 좀 띨띨해요~ 하고 소문내는 것도 아니고, 봐라 베스트 댓글에 벌써 애플TV 얘기 나오고 있잖아. 네이버는 돈이 많아서 아쉬울것 없다~ 이렇게 받아들이면 되려나?ㅋ",3,0,0
2021-12-01 0:03,"네이버 오래 못 갈 듯..ㅠ 써본 사람 안다..답답 하고 속는 기분~~~여기저기서 튀어나오지~~~5년, 연동않되고, 비싸고.......등등",4,0,0
2021-11-29 21:26,알 수 없는 오류는 어떻게 해결해야 하는 건가요?,0,0,0
2021-11-28 21:46,진짜 플러스 멤버쉽 쿠폰만 아니면..절대 이용하는 일 없을텐데 요즘 시대에 화질수준이랑 화면에 위에 잔상은 또 뭐냐,6,0,0
2021-11-28 17:41,생각보다 별로..미래인데 칼로 싸우고 싸우는것도 영...극장에서 봐야 영상미라도 건질듯 싶은 영화였다고 개인적으로 생각함,2,7,1
2021-11-28 13:25,화질 실화냐 ? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 화질개쩐다잉,1,1,0
2021-11-27 8:52,ebs영화인가요??,1,1,1
2021-11-26 9:16,소장 5년에서 뿜고감,6,0,0
2021-11-24 12:57,여기 영어자막 있나요?,0,0,0
2021-11-23 17:11,http://naver.me/FLBhCJ6C 네이버 멤버십 링크입니다! 가입하면 첫달 무료에 영화 한편 무료네요~ 영화 무료로 보세요!,0,7,0
2021-11-21 22:18,아... 지루해,4,12,1
2021-11-21 21:29,티모시샬라메 ❤,5,3,1
2021-11-21 20:59,내 인생 통틀어 극장에서 N차 제일 많이 한 영화.,7,3,1
2021-11-21 19:30,재미없다 그래도 2편은 기대된다,1,4,1
2021-11-21 11:10,dlaw**** 말씀따라 이영화를 이 스펙으로 보라는건 반만 보라는건데... 서비스 기획자는 영화를 안봤거나 진면목을 모르는 듯...,11,0,1
2021-11-21 10:09,"화면 크기가 어떤가요? 일반 상영관 버전인가요, 아니면 아이맥스 상영관 버전인가요?",1,0,0
2021-11-21 0:56,엄청 재밌네요~~ !!! 다음 시리즈가 빨리 나왔으면 좋겠어요,2,2,0
2021-11-20 21:28,스타워즈랑 비슷하다는데 이 영화 원작인 소설이 먼저 나왔고요 스타워즈 작가가 그 소설에 영감을 받은거에요...거의 SF의 시초급에 지금 SF 대작들의 영감이라고 볼 수 있는거에요아 그리고 진짜 봐도 후회 없거든요..진짜 너무 재밌어요..영화관에서 보고 온 영화중 최고였던거 같아요..2부 언제나와,13,3,1
2021-11-20 15:32,모니터 HDCP 미지원은 또 뭔 X개소리야 진짜 적당히 해야지,3,0,0
2021-11-20 0:06,근데 부가영상이나 삭제영상이 없네요 ㅠㅠ 그거 보려고 결제했는데 없다 없어...,5,0,1
2021-11-19 23:27,듄치광이 여기왔소이다~~,3,1,1
2021-11-19 22:38,4k지원도 없이 이 가격이냐?양심없네,9,0,0
2021-11-19 18:28,2부빨립보고싶다. 영화관에서봤는데 다시보고싶어서 소장할껴,1,0,1
2021-11-19 18:28,개재밌었는댜...소설1부 1파트라서 전개에 중심을 둔게 난 오히려 이후의 내용이 궁금해져서 소설사서 읽고싶음..액션이별로 없는이유는 광대한 세계관에 대한 전개과정이 필요하니까 근데 1부1파트면 6부까지 나오려면..한참...ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ,4,1,1
2021-11-19 17:36,스타워즈하고 매트릭스 합쳐놓으거?,1,8,1
2021-11-19 14:26,티모시!!! 영화 내내 눈을 뗄 수 없게 하는 그의 마력.... 평생 소장해도 후회없을거 같아,4,2,1
2021-11-19 11:04,미국 10대를 위한 영화 실망,3,13,1
2021-11-19 5:35,이터널스 보다 더 잼나네요~ 굳~~!!,6,2,1
2021-11-18 23:28,내다버린 150분,6,14,1
2021-11-18 16:47,"너무 재미있다. 끝날때 뭔가 없는 느낌이 들지만, 그래서 그런지 다음편이 기대된다!!",3,1,1
2021-11-18 15:34,내 인생영화,5,1,1
2021-11-18 14:01,너무 너무 재미있어요.,2,0,1
2021-11-18 0:35,영화관에서 보고 이걸로 또 보고 12월에 아이맥스 재개봉하면 또 보러 갈겁니다,6,0,1
2021-11-18 0:12,극장에서 두 번 본 첫 영화네요! 세번째로 보러 갈까 말까 망설이다가 네이버에서 쿠폰을 주니 저렴하니~ 좋구만요! 아... 책도 사야겠네요! ㅋㅎ 편안하게 집에서 보고 또 보고~ 아이 씐나!,1,0,1
2021-11-17 21:33,그것은 시작에 불과하였다.,2,0,1
2021-11-17 20:40,제목을 듣기만 해도 가슴이 웅장해지는 그 이름. 듄.돌려봐야지 듄듄,4,1,1
2021-11-17 17:38,네이버 vod 4k는 몇년도쯤 나올까요?,8,0,0
2021-11-17 16:09,구매 생각보다 빨리나왔네용!!바로샀어요ㅎㅎㅎ,1,0,0
2021-11-17 15:24,ebs 아니고 듄! 드디어 안방에서 봅니다. ㅋㅋㅋ,2,0,1
2021-11-17 10:41,기다렸습니다~~~~~~~ 퇴근하면 영화관 못지 않게 집에서 스크린으로 빵빵하게 볼꺼에요! 듁듁,1,0,0
2021-11-17 7:42,오늘도 가슴이 듄듄,3,0,0
2021-11-17 7:04,역시 시리즈 온!! 오늘 발매일이라 기다렸는데 발 빠르게 나왔네요 믿고 구매해요 :),2,0,0
2021-11-17 0:51,나오길 기다렸는데 금방 나왔네요 바로 구매했습니다,3,1,0
2024-06-11 11:58,일본 옛날감성.. 제대로네여... 화면이 너무 예뻐서 순식간에 봤어요. 기승전결도 너무 좋고 간만에 좋은 영화 봤습니다,0,0,1
2024-06-05 1:27,처음엔 삼류인줄 알았으나 전체적으로 봤을때 충분히 사랑받을수 있는 영화,2,0,1
2024-05-02 17:59,세상에 꽃을 피우지 못하는 벚꽃나무는 없어서 다행이에요 ㅋㅋ 굉장히 미학적으로 아름다운 영화고 특히 시이나 링고의 음악이 나와서 즐거웠어요.. 아무 정보 없이 봤는데 시이나 링고가 첫 영화음악 감독을 맡은 영화였네요!!! 우연찮게 귀한 작품을 봤는데요?! 앤딩이 너무 사랑스러워요.. 사랑을 믿는게 어때서요?!!!! >-< 결국엔 사랑인걸...,1,0,1
2024-05-01 22:31,a급은 아닌듯. 대사나 연기는 유치해서 오글거리고 알멩이가 없는 즐기기 위한 영화.,0,2,1
2024-04-23 1:25,"영상미, 음악, 감정전달이 진짜 미쳤다. 감독이 정말 센스가 좋은듯",2,2,1
2023-12-31 16:43,멋진 감성의 영화네요.,2,1,1
2023-12-31 7:50,와... 영화가 정말 아름답다..... 성인 영화지만.... 정말 아름다워......,2,0,1
2023-12-30 14:40,과거의 슬픈 게이샤를 생각하면서.......,1,0,1
2023-12-28 2:18,굿입니다 굿,2,0,1
2023-12-27 17:40,예림이 그 패 봐봐 사쿠라야 ?,0,0,0
2023-12-24 18:35,기대했던 것보다 영화 되게 잘 만들었음. 특히 음악을 세련되게 잘 썼음.,1,0,1
2023-10-27 16:57,다운로드 하게 해달라!!!,8,2,0
2023-10-27 1:07,♡ 🤍 ♡ ❤ ♡ ❤ ♡ ❤ ♡ Thank you so much ♡ ❤ ♡ ❤ ♡ ❤ ♡ 🤍 ♡,3,3,0
2024-04-14 17:26,비너스 그 자체.. 잘 봤음,0,0,1
2024-02-10 7:10,도대체 내가 뭘 본건지 모르겠다;;,2,2,1
2024-02-09 10:48,유럽감성이 은유적이며 풍부하게 녹아 있는 멋진 프랑스 영화네요..,1,0,1
2023-10-14 23:57,"밑에 바보 같은 감상평이 하나 있는데, 드라마나 영화에 나오는 배우는 상품이 맞음. 상품 그 자체임. 아이돌과 배우? 왜 그 사람들이 외모가 그렇게 중요 하겠음? 모두 다 상품성 때문임. 모니카 벨루치를 섭외해서 영화를 찍을 때 그 배우가 갖는 성적 상품성을 감춰야지만 훌륭한 영화가 된다는 페미니즘적 사고 방식이야말로 이제는 퇴출되어야 할 구시대적 발상임. 대게 저런 이야기 하는 사람들이 나이가 많은 것도 현실이고.",8,23,1
2023-09-16 20:42,사랑도 액땜이 되나요? 도 볼만해요. 이거랑 비슷해요.,0,1,1
2023-09-13 14:52,말레나 같이 모니카 벨로치 감상을 위한 영화!인간의 욕망이나 자본주의에 대해서 연인의 사랑을 비춰서 은유적인 표현을 하는 건 좋은 방법인데 너무 모니카를 부각해서 여성을 상품화 한다는 생각이 드는 영화. 여자도 인간인데 소유라는 표현으로 인격없는 상품 취급이 너무 난무하다. 코메디적인 요소로 풍자 형식은 마음에 듬.,13,16,1
2023-09-12 20:07,사랑도 흥정이 되나요?,2,1,1
2023-09-08 11:56,❤❤❤Thank you so much❤❤❤,0,6,0
2024-02-17 22:49,그리스 비극인가,0,0,1
2024-02-11 18:17,"국내 번역에는 조카지만, 실제 설정은 어머니",0,0,0
2023-09-16 20:43,하모하모. 하모요!,0,3,0
2023-09-09 18:50,29년전 뿅갓던 하비에르를 이렇게 무료로 볼 수 있어 감사합니다. 페넬로페의 몸가림 없는 연기는 ^^,3,4,1
2023-09-08 11:56,❤❤❤Thank you so much❤❤❤,0,8,0
2023-10-03 20:38,3분 미리보기에 2분38에 영화가 시작하네요,7,0,0
2023-09-28 20:01,가진게 없어도 사랑해주는 그런 순수한 사랑을 하고 싶다...,2,2,1
2023-09-22 18:25,저놈의 백수 아줌마는 무료 영화마다 땡큐 땡큐 저러고 다니네 ㅋㅋ 아니 그렇게 고마우면 좀 사서 보라고,11,41,0
2023-09-22 7:32,♡ 🤍 ♡ ❤ ♡ ❤ ♡ ❤ ♡ Thank you so much ♡ ❤ ♡ ❤ ♡ ❤ ♡ 🤍 ♡,8,6,0
2017-12-22 12:07,아니 다운로드 버튼 어딨음;;;,148,4,0
2018-01-13 12:39,다른 영화도 지난번 100원 이벤트때 다운받아서 봤는데 왜 컴퓨터에서는 구매이력만 남아있고 보지도 못하고 다운로드도 안되나요?,89,1,0
